V1,V2,iteration,Subject,F1_V1_T1,F1_V1_T2,F1_V1_T3,F1_V1_T4,F1_V1_T5,F1_V1_T6,F1_V1_T7,F1_V1_T8,F1_V1_T9,F1_V1_T10,F2_V1_T1,F2_V1_T2,F2_V1_T3,F2_V1_T4,F2_V1_T5,F2_V1_T6,F2_V1_T7,F2_V1_T8,F2_V1_T9,F2_V1_T10,F3_V1_T1,F3_V1_T2,F3_V1_T3,F3_V1_T4,F3_V1_T5,F3_V1_T6,F3_V1_T7,F3_V1_T8,F3_V1_T9,F3_V1_T10,F2_3_V1_T1,F2_3_V1_T2,F2_3_V1_T3,F2_3_V1_T4,F2_3_V1_T5,F2_3_V1_T6,F2_3_V1_T7,F2_3_V1_T8,F2_3_V1_T9,F2_3_V1_T10,F1_V2_T1,F1_V2_T2,F1_V2_T3,F1_V2_T4,F1_V2_T5,F1_V2_T6,F1_V2_T7,F1_V2_T8,F1_V2_T9,F1_V2_T10,F2_V2_T1,F2_V2_T2,F2_V2_T3,F2_V2_T4,F2_V2_T5,F2_V2_T6,F2_V2_T7,F2_V2_T8,F2_V2_T9,F2_V2_T10,F3_V2_T1,F3_V2_T2,F3_V2_T3,F3_V2_T4,F3_V2_T5,F3_V2_T6,F3_V2_T7,F3_V2_T8,F3_V2_T9,F3_V2_T10,F2_3_V2_T1,F2_3_V2_T2,F2_3_V2_T3,F2_3_V2_T4,F2_3_V2_T5,F2_3_V2_T6,F2_3_V2_T7,F2_3_V2_T8,F2_3_V2_T9,F2_3_V2_T10
eː,iteːɮijg,three,f2,412.8788922165,392.3568048552,393.4834383712,396.6247622012,404.9680814432,405.0311541343,408.3700993987,419.5817428625,405.1560013485,383.9455731204,2511.2281830699,2570.4558345813,2505.7019260545,2509.7371569833,2474.2632279646,2311.0185549896,2278.9168687311,2277.0853323428,2296.8904919545,2295.5961749099,2976.5486602054,2999.3129872581,2984.8635371749,3035.2588816112,3049.0224253899,3058.1948588689,3089.3784599851,3126.6411532884,3149.3942487789,3149.1562712025,2738.6830308785,2795.3719776837,2750.4536278838,2774.1680169247,2766.1362984846,2687.2997153285,2682.4548882558,2700.0607284351,2723.5254618463,2721.5436575111,316.2696247367,316.1659618341,326.5243906932,336.2094016374,339.0918736364,347.502382496,355.8916020753,361.4015946397,369.9250092964,375.5706033101,2543.4559777055,2565.2833550807,2566.7534899266,2563.2616804869,2563.7547559215,2568.3973274265,2579.0743843167,2605.9114353928,2613.0830837897,2636.402847829,3179.0491559395,3265.4783029526,3312.6218912367,3322.6640968708,3302.1283859913,3276.4798821018,3267.3625962551,3230.6501465931,3162.128929091,3090.1863558215,2861.2525668225,2918.9137416479,2939.1382384712,2942.5023191921,2933.5705473537,2924.7481509515,2923.2184902859,2918.280790993,2890.3528030583,2863.2946018253
i,eːpijreːr,three,f2,267.0633394526,267.0428566396,266.8254919121,266.7889698453,266.8247086668,266.8746703064,266.8956510511,267.8682237969,270.7433567733,275.928288446,2702.9499747033,2668.7295220036,2642.6577825924,2638.1196275388,2635.8944914082,2636.4339327129,2640.0909382663,2648.2705058585,2653.8151589297,2656.9959043472,3405.3183647993,3400.1016142614,3394.1617743267,3387.5016122783,3382.1063184574,3376.3809370391,3336.9275784997,3285.1979550285,3214.9936531117,3141.4945815186,3058.1590471703,3034.4155681325,3015.6871494013,3010.7194609719,3009.7171960108,3004.7276720306,2985.3478147965,2968.1863334842,2937.9016551176,2897.7035310136,357.7443357065,406.2721580086,440.6248485235,457.5834352589,467.9905079636,477.3329286877,483.1757071985,484.3906500961,487.8982571804,488.6059106652,2119.8075362509,2296.6634712119,2270.0881829672,2269.4935021642,2270.1467408004,2251.3657221291,2243.4098006921,2205.1612359718,2172.6620128142,2134.4493669577,2871.4982024366,2981.6417634493,2994.2746908551,3069.497631593,3111.7791619526,3114.4277784262,3082.3887800747,3061.2530218725,3008.0190711179,2943.73746321,2492.8090090331,2635.5009099511,2633.0853393908,2670.908965076,2691.4982772366,2688.8971494402,2659.5865557807,2633.2071289221,2590.3405419661,2539.0934150838
a,aːpaːɮaːr,three,f2,894.1542672848,1017.8795493677,1118.9937038108,1094.6955118441,1088.1888183179,1120.3366748704,1114.2033727448,1097.8078549799,1087.2085447101,1077.9683352883,1300.1418104597,1365.0011514956,1481.8752312908,1536.7432583806,1565.1535502212,1579.4213361991,1602.0585140363,1577.8354251896,1590.9941281739,1634.9740998579,2542.2225433644,2586.4340284888,2608.9194505366,2620.6055345228,2696.4896384704,2643.2766244308,2599.3798253272,2278.0397395802,2591.9996238406,2776.852880957,1912.3068291256,1974.5692628708,2041.1440960205,2079.6289727129,2147.5211085222,2113.7127858092,2100.4430605548,1950.7868591554,2058.548209503,2207.4491488208,801.8637918088,1041.7225194632,1114.257093358,1143.916913543,1159.8250101482,1162.6335472968,1149.4137574217,1120.8065786615,1102.4946955145,1071.3678651363,1620.4656225867,1648.5591812459,1695.9534502446,1699.3769522821,1701.3291167681,1698.3065943641,1693.0398582854,1669.4886559644,1669.5813025265,1698.4279830016,2973.3389343075,2912.1188800704,2938.5376047111,2923.457337233,2925.1555087684,2967.2161224,2974.0658768363,2971.1667878858,2966.0086247832,2964.2564185598,2261.5575747467,2276.5548706638,2318.6061579849,2309.8992966105,2312.7417907722,2334.2977174179,2335.8344972814,2318.6795177445,2318.1661968806,2327.9753235515
a,asaːraɮ,three,f2,1131.7267510653,1124.0473134643,1146.8219965129,1204.9144126156,1169.0280047968,1164.3326071427,1172.0384308874,1188.073978901,1186.3149703945,1176.8393150348,1692.3900688816,1681.8240792047,1654.2697302068,1663.9962715743,1665.2433266901,1704.7312102044,1708.2586036373,1717.2955696119,1710.3941972309,1716.6352797988,2851.2176237451,2664.7380412319,2673.6927596878,2818.8521068149,2863.9473199775,2871.0801345651,2914.0202626976,3000.7257945646,3068.8696514669,3041.4691573937,2288.5283385841,2171.6786898481,2163.1141270468,2247.3799256972,2264.5474514842,2294.4072770127,2309.7242402585,2358.2061243729,2386.4900659277,2379.6730103285,770.9943348234,753.7300291222,743.5397467739,743.9958210553,746.2253694089,754.4715338855,766.3926719806,766.2463893192,759.5984348719,737.2997818351,1619.7713713337,1630.6471909011,1641.6359898045,1646.0916687701,1645.9079903557,1640.3445591402,1634.9037254042,1631.9954972529,1631.1607123798,1618.1444843107,2704.7343563101,2214.2140986006,2024.1596549047,1979.378112792,1962.5369047202,2065.6485494886,2210.5584872213,2413.6997354233,2465.3085538869,2478.7538101998,1947.993647875,1837.2171551565,1802.9786392033,1804.358414474,1804.0319736415,1853.4603863441,1923.1213707659,2022.8476163381,2045.962576209,2066.1170991884
u,eːsuːɮeːr,three,f2,373.8378316699,310.3568168269,293.9853340026,291.3272564291,323.9811267933,328.1740005312,320.8281703507,314.5343405408,309.1330083395,305.9752490116,1408.3809672257,1068.9697519161,883.4487465493,896.952099695,935.4725205395,920.174976224,890.3287747403,802.3431892426,840.053068794,865.3278631237,2858.7071841557,2797.6372778392,2796.630503335,2688.6584675033,2731.1293349504,2813.819687416,2653.3393738318,2557.874157802,2510.2376494326,2698.3099536006,2133.5440756907,1939.0010292109,1828.1129180124,1799.1747774128,1830.4506558312,1840.9667666748,1792.3514640981,1671.7053569104,1673.6735719204,1786.0134904744,461.3449986197,439.5857700629,440.7845776384,449.8864525655,457.4033544241,468.2184733011,473.2641750738,475.1297432955,475.4560591663,475.1638062185,2201.9867757294,2225.0035783964,2230.7922908239,2198.9032906517,2164.8781039916,2176.2877157729,2204.9978948441,2252.8811007638,2266.8560984641,2232.1114306825,3021.5560962862,3026.1484737534,3035.2103789511,3025.2145673557,3033.4157634329,3037.8983345679,2988.654457353,2876.820721844,2833.4644292878,2757.1480338921,2608.7385210459,2625.5760260749,2631.5931235509,2605.5155644622,2603.8063155329,2605.0034527418,2596.8261760986,2564.8509113039,2556.8224530811,2494.6297322873
e,uːteːguːr,three,f2,393.6543509643,397.0348568043,399.3893055725,405.6648465389,405.2254717615,411.164762779,424.9421913016,422.3792417527,425.8738886559,421.0726366121,2447.1241328119,2480.4814786952,2446.1365450923,2423.2293670273,2532.1633535838,2539.315267916,2503.3868427037,2494.1755668237,2500.2996345334,2360.5829485737,2991.1503644622,2982.2930340249,2976.9941809725,2998.8811418627,2828.1476454816,2760.3665883583,2986.6171085398,3040.1454669623,2967.1167519799,2844.3975485806,2706.6500891968,2732.8747673887,2699.2540267671,2718.3018459969,2679.9257466032,2649.0997379831,2746.8033470562,2767.4696678512,2733.4838696698,2587.4827258431,316.330415899,314.0491943345,296.6782883345,305.4649166044,309.250305204,306.7504645985,306.0923627869,304.332585848,330.654737579,344.1136313936,666.2470922203,689.113649129,709.1056282843,719.3782547732,732.8336556722,750.7718233149,750.6915701009,750.7548272187,758.3205868575,754.7420860431,2633.2764095182,2604.3855221193,2579.2084150547,2581.1148921947,2608.6652342796,2608.7048656258,2642.2061857449,2678.0469002755,2674.1437438093,2662.2788308913,1652.2132763453,1646.7617550375,1644.8703002954,1648.7019633029,1652.971092177,1671.7844463079,1696.3251494628,1713.5300712687,1712.6892696055,1705.4656334553
ɔː,ipɔːɮiːg,three,f2,652.0648714287,700.7338096697,745.0609845992,760.3274584136,756.3348434093,747.8653635346,740.8177505927,744.2694831039,751.5326131425,761.3706270566,958.8352423753,1000.1971328548,1012.0944953583,1004.8726896235,1028.772162131,1054.6544051884,1091.7510897625,1100.4747328491,1110.8598328329,1151.0071749163,2422.9642726423,2412.221886624,2590.9125341397,2681.8910289879,2788.8214178237,2813.3638231386,2833.5412365425,2840.9279435815,2817.6115818744,2761.9490840769,1691.2221251005,1700.1195918686,1803.9533806376,1840.1452059111,1908.7967899773,1935.8982650333,1962.6461631525,1970.3871594204,1967.171381999,1957.6369070507,454.7907825,447.1407957797,446.0614104054,442.4473315799,437.0664480265,432.0631861444,425.8390590198,424.3548456253,424.5684284596,422.5347260714,2337.0409830531,2445.3280929594,2554.6519654612,2575.6738453756,2594.6355632393,2610.1401408103,2611.4442416571,2611.7648266801,2619.6369507257,2626.0199763164,3125.1077310625,3104.7142187615,3106.4747654105,3133.9595789753,3136.731106672,3136.5929541773,3133.8284782763,3128.1760070128,3122.2254881424,3079.0823618825,2720.6857761507,2772.7477352926,2827.7552275758,2856.9299050973,2862.3438168146,2870.1130988919,2871.3757369228,2871.5767868421,2871.1517061682,2852.5511690994
ɔ,ɔpɔɮɔr,three,f2,600.4587180321,638.6703393566,671.4067305038,697.1343421659,705.9818163694,706.0388282622,706.7961987062,717.8947662885,723.4825539083,720.2266645609,1093.4611994291,1075.2231626442,1034.4689638198,1010.3555397515,1009.0105318059,1022.9162053443,1065.3945407254,1094.3279194967,1107.403130246,1124.4541474806,2457.9705003905,2503.7670175822,2516.1800787247,2516.6590513822,2513.8842954686,2507.2914106412,2498.2007380954,2498.3848112364,2509.0717343771,2573.4271942565,1785.1069709183,1784.356823064,1781.8068003617,1764.1704017765,1764.173495463,1767.5938933395,1777.0610105695,1792.2624971145,1808.2374323115,1863.6818363945,673.5517666921,689.2772314247,696.7510505828,697.5454904123,698.1161629136,698.4950837866,698.6233769328,696.7745824167,694.2775044137,691.7804264107,1279.628908416,1271.5995535747,1262.5256128751,1253.6516656472,1247.2936444937,1242.6099165506,1238.6941576707,1236.228029563,1227.581191721,1204.5190108043,2710.044113344,2708.9975202115,2706.6052903066,2704.2130604016,2701.5590112036,2698.7495049285,2695.9399986533,2609.5575215179,2495.7716176197,2381.9857137223,2012.7792481888,2000.8439927974,1990.7239832351,1980.6039736727,1973.8183478488,1969.0125362105,1964.2067245721,1916.367260998,1854.4171403896,1792.4670197815
œ,ipœrijg,three,f2,426.2385939076,425.9591853792,427.2854992021,442.3793230105,447.3651991422,447.3599033132,448.391003153,453.7795019273,461.5446752593,460.8600582356,913.0429035802,926.0942078515,936.2740982485,952.8637889357,960.0667793465,974.6367281944,984.4103781607,1008.4109429786,1117.8700147265,1203.1468525074,2616.7915016477,2581.1633552866,2659.2012606668,2688.7202221932,2690.9864569812,2704.361363876,2737.1300776473,2749.7741894625,2776.0249202072,2761.5440519541,1763.6482474161,1756.0063126003,1797.8002498928,1819.0881151689,1824.2832744261,1838.5322202836,1864.791611883,1879.0925662205,1963.5794018987,1976.8894982557,416.3173435535,418.9142762353,419.6802642428,419.5479680765,418.5816356492,412.3930120197,407.0298806303,399.837116683,390.2210479106,379.0421196268,1554.3500533796,1612.6408187315,1669.9298231415,1709.0036116422,1734.57993963,1780.041079352,1857.8185249197,1961.6238494466,2055.0617546287,2121.9339778434,2689.3451346645,2612.4395183497,2566.7738949211,2555.0846490164,2549.6214956345,2543.2256848457,2540.2539698886,2538.8942886275,2542.617524716,2551.3879466825,2125.2125742449,2126.482343834,2127.9998785469,2132.0441303293,2141.5490997695,2157.0762088818,2196.0979261023,2246.1700142809,2293.2315323928,2329.9246113227
œ,uːʦ͡œɮruːɮ,three,f2,418.5038912771,421.8531432861,441.5434967423,454.0753354179,464.1925161883,475.2833412721,479.7995147058,482.2648587667,486.7638180534,483.0645475839,1648.4091823353,1600.7878345132,1175.5984243902,1160.2798469093,1177.5067383628,1171.1165318373,1138.4856148495,1104.0926141431,1115.7478685364,1234.7136366659,2784.2154307033,2706.9341055046,2731.8755257934,2736.7532689033,2685.2626959828,2715.0251752172,2718.3286932295,2705.7322452317,2704.1838713376,2782.0311105015,2213.2465009449,2154.676905498,1959.4948662971,1947.4880682012,1930.538246963,1938.4854696051,1927.1298205691,1905.3673464108,1910.2830209949,2014.6975972272,417.5736804243,410.5934200034,406.1026904881,402.786357469,391.3831455515,387.6795925429,399.9998248753,429.2913629777,433.3520988375,442.3973741381,874.6997617513,769.0325343739,734.0624830498,735.7148301871,743.1549695161,746.1573938088,752.2641036058,797.3662739913,951.8920809719,1068.8831029923,2634.9294092783,2638.1617865912,2642.9881390383,2638.5371053656,2638.9238184103,2661.2726695759,2659.7231560999,2669.6930016464,2702.826214217,2693.2141737239,1762.015854692,1710.5824994118,1690.0238476263,1689.4068769859,1692.1301960495,1704.3960059691,1706.6982646438,1729.2008071397,1832.0409731099,1882.9851201569
i,eʧ͡ʰiɮger,four,f2,326.6179361962,357.7930953233,370.3632044511,371.2235362232,370.4606152015,369.6843169216,367.8148651634,361.0596652224,349.3432430737,332.3990444695,2301.2904624455,2325.2906028931,2332.8255233534,2333.7748345014,2321.3488942112,2309.025874367,2305.1132359057,2271.255032313,2251.2952914796,2241.2257869138,2899.5744230276,2898.9189757891,2897.2373339812,2889.5125584256,2882.2613600402,2882.9263872435,2883.5914144467,2885.0842584,2918.569952707,2932.6585395819,2593.2171828023,2595.4453012445,2603.6399143436,2605.5129508179,2602.2927820674,2599.0041369818,2590.1197903839,2589.1029893009,2588.3485233765,2586.5576206542,340.7559270091,341.3691241348,344.3014261224,346.6544393885,346.961205709,344.6966346888,340.4508831885,334.4540274011,330.4402467258,329.1821405241,2552.4366266434,2546.4912125353,2516.6759299451,2387.5651574668,2270.9548240548,2230.4429287155,2216.9167794546,2216.1291030309,2210.264329185,2200.0577252937,2717.735201806,2718.1159220664,2746.9980132524,2770.6951215739,2777.4847626458,2779.1210942758,2780.7513452897,2780.5240418455,2778.0392012533,2773.5130612816,2644.6318756412,2650.0686462737,2626.3266845974,2587.9532069326,2529.3010761405,2508.3495379702,2500.9686474179,2499.2840677593,2492.7098846004,2481.4102828909
ʊː,aːʦ͡ʊːraːr,four,f2,463.4067182723,473.5748772552,440.645313875,423.6065920865,435.0701285942,437.4097879756,439.7960099731,452.390671271,470.4506712405,491.4331129121,1266.1516835799,959.4523242433,863.5613005714,880.5703751506,970.445632136,996.6603806898,988.0025436334,953.4772436475,951.5848090809,975.7963254098,2759.1816717149,2699.1001584415,2755.803811252,2822.5104936833,2827.3997622942,2826.6022941584,2821.7738856655,2795.9238586299,2697.0774684543,2696.2567289315,2012.6666776474,1820.0450838832,1812.2129689795,1864.9382603587,1899.0953569938,1910.3052847401,1897.6857868931,1870.2757654185,1822.9337470524,1836.9136768778,855.9595915927,1046.6834876291,1077.7574934474,1101.7729804134,1118.9143336809,1121.0911942,1108.5025005104,1078.2252160121,1053.2759583042,989.3126521282,1350.5270361257,1530.1495955108,1539.9455737776,1604.8030073232,1636.768788242,1644.9951135058,1655.5032543898,1667.9896052105,1667.6120228818,1663.8438766359,1991.9089167059,2883.7458415711,2876.4209085047,2873.4318894809,2863.8692919813,2857.4372664472,2856.3280216057,2851.9653254003,2853.1189612273,2705.5829579433,1798.8511872783,2270.8995858675,2241.7941541073,2241.3088533531,2248.9821768681,2254.0699576203,2260.9274021867,2260.076615036,2259.8645669364,2149.1377723122
e,iteɮijg,four,f2,368.7860383909,341.0360295899,329.9495044627,329.120945778,325.7578626282,321.1175505198,315.7456555645,310.3862518312,302.9683046565,289.4083881033,2582.8390953434,2631.0155637029,2639.8498664286,2659.7231018377,2682.5304110451,2702.3847437784,2715.6182530058,2716.5467174378,2723.0082945335,2710.536225759,3120.1616854899,3159.3565351905,3188.6047848551,3191.3022401657,3192.4815746376,3205.2044561217,3224.2507610782,3240.0940080851,3239.5068457882,3224.1260351401,2841.2500974183,2895.1860494467,2920.1468124811,2924.1252958555,2926.5127110698,2942.5788852465,2969.0952212243,2984.2245882291,2981.88852331,2974.6121971582,275.7542679304,265.3138623956,261.3006551082,258.7756354338,256.4642048201,255.7510052513,255.2325992412,254.6502309203,254.1896056563,254.1243007435,2657.3325645859,2652.9166404423,2651.3268341252,2650.5436480198,2649.0089719531,2649.9966760491,2651.3163935564,2654.5376613268,2646.5515912135,2637.6240719094,3069.1579078579,2967.6553304466,2869.8689739095,2816.9900977046,2794.3284768568,2979.3904472696,3189.9604479171,3604.6781912677,3488.0890701548,3359.7283105815,2855.8710920695,2811.3240532571,2759.4713041552,2735.0899530372,2727.2498530905,2773.6332630288,2826.5660606647,2930.2627781435,2968.2497004757,2926.3233574988
a,ʊːʦ͡aːrʊːɮ,four,f2,720.9482347765,887.334448794,898.3336283709,1034.9328144262,1159.6585660871,1110.3184251634,1152.6053248028,1021.1985527101,940.4652771113,823.5152986852,1511.7868160297,1249.9909336471,1178.9388588355,1350.4473075449,1598.3658913128,1584.23079814,1631.2795917905,1478.7370533099,1523.0523554365,1558.1854931243,2326.2324917177,1991.1076647454,1805.0058768,2221.901964538,2733.0044055025,2774.3558732482,2875.5628136465,2353.8150724133,2667.6972873392,2198.0851456845,1919.0096538737,1599.3796504188,1502.8149970422,1779.7657548694,2145.5565830934,2184.8871098007,2235.5358832243,2125.5202184028,2158.4295153477,1900.6792930178,524.8146771829,448.6379279973,436.3505012914,431.7456585934,431.2432565446,464.6386287166,487.5190281113,488.7974283611,491.30036403,504.4797560095,925.3198600815,897.1162357908,800.4701977272,731.6764659673,731.3345449685,754.9953769314,791.2129250734,853.5338588415,903.9720998977,997.008073967,1861.0381936812,2284.8128164759,2786.6086909417,2811.6908155985,2779.1070040261,2705.9149911228,2721.790273812,2827.7975341641,2827.6750731213,2753.5699377552,1411.4050121683,1591.1129047789,1755.1991381264,1768.7621238069,1751.7508527264,1733.6826346698,1737.292780759,1839.2177047072,1869.1239921179,1873.6150086451
e,uteɮguːr,four,f2,323.2406772938,310.6454237174,308.5288360537,306.0944684619,304.1312445823,301.7451422319,298.6269325213,294.0084691801,289.1684610605,279.8594137469,2763.1657941946,2771.7244915352,2790.7537745499,2804.9954522362,2814.1534381822,2814.2441997785,2812.5418534963,2798.5088125997,2770.2750104367,2746.3897686871,3261.3820269779,3258.8783946811,3249.685463633,3213.2306428187,3188.2148811686,3203.2044386982,3225.9118679852,3249.0839852285,3251.7603929541,3247.5285836719,3010.9334509874,3017.1196908708,3017.5533594874,3009.2328911516,3005.7482018435,3012.7475027944,3019.6776670417,3019.503974663,3018.9100640379,3003.7026949395,363.0591825126,297.5557559809,288.4850727167,291.4426156552,287.9032106147,288.2042795307,289.0081352124,285.4435586971,281.1825290661,288.177041281,955.0795080669,804.5578195882,835.4474976963,866.0978474688,838.6736048701,854.3499580342,956.9576476501,924.3595815726,833.8282106141,903.4204162428,2675.4399828589,2605.9577913338,2618.2521626445,2541.6966472522,2592.463749092,2555.4423844607,2631.7507808542,2662.8049778449,2535.0422380304,2421.0007778533,1852.247828132,1705.1727721815,1706.1320949412,1709.6135269025,1710.383541346,1706.2065435154,1794.3542142522,1777.0391068043,1684.0272556998,1656.2569534209
